ann_term	generic	annotation
PF02264	0.79545783329914	LamB porin
PF02272	0.219320007803175	DHHA1 domain
PF02274	0.428236004966148	Amidinotransferase
PF02275	0.157109975188711	Linear amide C-N hydrolases, choloylglycine hydrolase family
PF02277	0	Phosphoribosyltransferase
PF02281	0.290949993528402	Transposase Tn5 dimerisation domain
PF02283	0.225017580185205	Cobinamide kinase / cobinamide phosphate guanyltransferase
PF02286	0.301892763255977	Dehydratase large subunit
PF02287	0.301892763255977	Dehydratase small subunit
PF02288	0.603785526511953	Dehydratase medium subunit
PF02300	0.157109975188711	Fumarate reductase subunit C
PF02302	1.25889242057544	PTS system, Lactose/Cellobiose specific IIB subunit
PF02308	0.111803398874989	MgtC family
PF02310	0.730766027769335	B12 binding domain
PF02311	1.01811130673978	AraC-like ligand binding domain
PF02313	0.157109975188711	Fumarate reductase subunit D
PF02316	0	Mu DNA-binding domain
PF02321	1.617741823529	Outer membrane efflux protein
PF02322	0.159111456835146	Cytochrome bd terminal oxidase subunit II
PF02325	0.111803398874989	YGGT family
PF02332	0.111803398874989	Methane/Phenol/Toluene Hydroxylase
PF02335	0.157109975188711	Cytochrome c552
PF02342	2.26573261966135	TerD domain
PF02347	0	Glycine cleavage system P-protein
PF02348	0.728163112899398	Cytidylyltransferase
PF02350	0.517876628678728	UDP-N-acetylglucosamine 2-epimerase
PF02353	0	Mycolic acid cyclopropane synthetase
PF02355	0	Protein export membrane protein
PF02357	0.483755090248952	Transcription termination factor nusG
PF02358	0.111803398874989	Trehalose-phosphatase
PF02361	0.435744670330595	Cobalt transport protein
PF02366	0	Dolichyl-phosphate-mannose-protein mannosyltransferase
PF02367	0.111803398874989	Threonylcarbamoyl adenosine biosynthesis protein TsaE
PF02368	0.44133715118111	Bacterial Ig-like domain (group 2)
PF02369	8.82903724843073	Bacterial Ig-like domain (group 1)
PF02371	4.01955268624114	Transposase IS116/IS110/IS902 family
PF02374	0.948015916119128	Anion-transporting ATPase
PF02378	1.4139897766984	Phosphotransferase system, EIIC
PF02381	0	MraZ protein, putative antitoxin-like
PF02382	0.44933143021295	RTX N-terminal domain
PF02384	1.03964149127464	N-6 DNA Methylase
PF02386	0	Cation transport protein
PF02387	0.946345402193705	IncFII RepA protein family
PF02390	0.191182198207345	Putative methyltransferase
PF02391	0.223606797749979	MoaE protein
PF02395	1.57708070316766	Immunoglobulin A1 protease
PF02397	0.111803398874989	Bacterial sugar transferase
PF02401	0.111803398874989	LytB protein
PF02402	0.382364396414689	Lysis protein
PF02403	0.332805489243922	Seryl-tRNA synthetase N-terminal domain
PF02405	0.157109975188711	Permease MlaE
PF02410	0.111803398874989	Ribosomal silencing factor during starvation
PF02411	0.35556159892895	MerT mercuric transport protein
PF02413	0.807794308948522	Caudovirales tail fibre assembly protein, lambda gpK
PF02415	1.56094542919072	Chlamydia polymorphic membrane protein (Chlamydia_PMP) repeat
PF02416	0.111803398874989	mttA/Hcf106 family
PF02417	0.603785526511953	Chromate transporter
PF02421	0.111803398874989	Ferrous iron transport protein B
PF02424	0.111803398874989	ApbE family
PF02432	0.314219950377423	Fimbrial, major and minor subunit
PF02441	0.499208233865883	Flavoprotein
PF02445	0.111803398874989	Quinolinate synthetase A protein
PF02446	0	4-alpha-glucanotransferase
PF02447	1.06964740434419	GntP family permease
PF02449	0.157109975188711	Beta-galactosidase
PF02452	1.14073039005052	PemK-like, MazF-like toxin of type II toxin-antitoxin system
PF02463	0.372937365359135	RecF/RecN/SMC N terminal domain
PF02464	0.501737487466418	Competence-damaged protein
PF02465	0.452664404709647	Flagellar hook-associated protein 2 N-terminus
PF02470	0.969144213380606	MlaD protein
PF02472	0.223606797749979	Biopolymer transport protein ExbD/TolR
PF02481	0.501737487466418	DNA recombination-mediator protein A
PF02482	0.111803398874989	Sigma 54 modulation protein / S30EA ribosomal protein
PF02485	0.111803398874989	Core-2/I-Branching enzyme
PF02486	0.111803398874989	Replication initiation factor
PF02491	0	SHS2 domain inserted in FTSA
PF02492	0.526362006631668	CobW/HypB/UreG, nucleotide-binding domain
PF02498	0.483755090248952	BRO family, N-terminal domain
PF02501	0.597462990750436	Type II secretion system (T2SS), protein I
PF02502	0.539426559096072	Ribose/Galactose Isomerase
PF02503	0.111803398874989	Polyphosphate kinase middle domain
PF02504	0.111803398874989	Fatty acid synthesis protein
PF02508	0.223606797749979	Rnf-Nqr subunit, membrane protein
PF02510	0.382364396414689	Surface presentation of antigens protein
PF02515	0.514197174415822	CoA-transferase family III
PF02517	0.672116438073876	CAAX protease self-immunity
PF02518	1.42929344322132	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
PF02522	0.368884737237919	Aminoglycoside 3-N-acetyltransferase
PF02525	0.571473777597024	Flavodoxin-like fold
PF02527	0.111803398874989	rRNA small subunit methyltransferase G
PF02534	0.605878376899966	Type IV secretory system Conjugative DNA transfer
PF02535	0.111803398874989	ZIP Zinc transporter
PF02537	0.341256056653258	CrcB-like protein, Camphor Resistance (CrcB)
PF02540	0.371236387893486	NAD synthase
PF02541	0.157109975188711	Ppx/GppA phosphatase family
PF02542	0	YgbB family
PF02545	0.194464535831607	Maf-like protein
PF02547	0.111803398874989	Queuosine biosynthesis protein
PF02548	0.111803398874989	Ketopantoate hydroxymethyltransferase
PF02550	0.475840362551257	Acetyl-CoA hydrolase/transferase N-terminal domain
PF02554	0.194464535831607	Carbon starvation protein CstA
PF02556	0	Preprotein translocase subunit SecB
PF02558	0.111803398874989	Ketopantoate reductase PanE/ApbA
PF02559	0.219320007803175	CarD-like/TRCF domain
PF02560	0.466436802942521	Cyanate lyase C-terminal domain
PF02561	0.432829957549034	Flagellar protein FliS
PF02562	0.223606797749979	PhoH-like protein
PF02563	0.35578403348241	Polysaccharide biosynthesis/export protein
PF02565	0	Recombination protein O C terminal
PF02566	0.194464535831607	OsmC-like protein
PF02567	0.157109975188711	Phenazine biosynthesis-like protein
PF02568	0.111803398874989	Thiamine biosynthesis protein (ThiI)
PF02569	0	Pantoate-beta-alanine ligase
PF02572	0.392774937971778	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP
PF02574	0.28434913465623	Homocysteine S-methyltransferase
PF02575	0	YbaB/EbfC DNA-binding family
PF02576	0.352208223798639	RimP N-terminal domain
PF02578	0	Multi-copper polyphenol oxidoreductase laccase
PF02580	0	D-Tyr-tRNA(Tyr) deacylase
PF02581	0.111803398874989	Thiamine monophosphate synthase
PF02583	0.111803398874989	Metal-sensitive transcriptional repressor
PF02585	0.825234910936182	GlcNAc-PI de-N-acetylase
PF02586	0.270957047369112	SOS response associated peptidase (SRAP)
PF02589	0.297404383102549	LUD domain
PF02590	0.111803398874989	Predicted SPOUT methyltransferase
PF02592	0	Putative vitamin uptake transporter
PF02594	0	Uncharacterised ACR, YggU family COG1872
PF02595	0.368884737237919	Glycerate kinase family
PF02597	0.248730956271219	ThiS family
PF02599	0	Global regulator protein family
PF02600	0.505664120273177	Disulfide bond formation protein DsbB
PF02601	0.219320007803175	Exonuclease VII, large subunit
PF02602	0	Uroporphyrinogen-III synthase HemD
PF02604	0.84156274163087	Antitoxin Phd_YefM, type II toxin-antitoxin system
PF02606	0.194464535831607	Tetraacyldisaccharide-1-P 4'-kinase
PF02607	0	B12 binding domain
PF02609	0	Exonuclease VII small subunit
PF02610	0	L-arabinose isomerase
PF02611	0.111803398874989	CDP-diacylglycerol pyrophosphatase
PF02613	0.527112987191383	Nitrate reductase delta subunit
PF02614	0.111803398874989	Glucuronate isomerase
PF02615	1.15396948383406	Malate/L-lactate dehydrogenase
PF02617	0.157109975188711	ATP-dependent Clp protease adaptor protein ClpS
PF02618	0.191182198207345	YceG-like family
PF02620	0.157109975188711	Uncharacterized ACR, COG1399
PF02622	0	Uncharacterized ACR, COG1678
PF02624	0.219320007803175	YcaO cyclodehydratase, ATP-ad Mg2+-binding
PF02625	0.548876873975221	XdhC and CoxI family
PF02626	0.111803398874989	Carboxyltransferase domain, subdomain A and B
PF02627	0.779382261063696	Carboxymuconolactone decarboxylase family
PF02629	1.01601106343025	CoA binding domain
PF02631	0	RecX family
PF02634	0	FdhD/NarQ family
PF02635	0	DsrE/DsrF-like family
PF02638	0	Glycosyl hydrolase-like 10
PF02639	0	Uncharacterized BCR, YaiI/YqxD family COG1671
PF02643	0.111803398874989	Uncharacterized ACR, COG1430
PF02646	0	RmuC family
PF02652	0.462348161870262	L-lactate permease
PF02653	1.15725559248124	Branched-chain amino acid transport system / permease component
PF02654	0.111803398874989	Cobalamin-5-phosphate synthase
PF02656	0	Domain of unknown function (DUF202)
PF02657	0	Fe-S metabolism associated domain
PF02659	0	Putative manganese efflux pump
PF02660	0.111803398874989	Glycerol-3-phosphate acyltransferase
PF02661	0.594808766205097	Fic/DOC family
PF02664	0	S-Ribosylhomocysteinase (LuxS)
PF02665	0	Nitrate reductase gamma subunit
PF02666	0.111803398874989	Phosphatidylserine decarboxylase
PF02667	0.483755090248952	Short chain fatty acid transporter
PF02668	0	Taurine catabolism dioxygenase TauD, TfdA family
PF02669	0.157109975188711	K+-transporting ATPase, c chain
PF02670	0.157109975188711	1-deoxy-D-xylulose 5-phosphate reductoisomerase
PF02673	0.111803398874989	Bacitracin resistance protein BacA
PF02674	0	Colicin V production protein
PF02675	0	S-adenosylmethionine decarboxylase
PF02677	0.157109975188711	Uncharacterized BCR, COG1636
PF02678	0.159111456835146	Pirin
PF02682	0.159111456835146	Carboxyltransferase domain, subdomain C and D
PF02683	0	Cytochrome C biogenesis protein transmembrane region
PF02684	0	Lipid-A-disaccharide synthetase
PF02685	0	Glucokinase
PF02687	0.905328809419294	FtsX-like permease family
PF02690	0.111803398874989	Na+/Pi-cotransporter
PF02694	0.371236387893486	Uncharacterised BCR, YnfA/UPF0060 family
PF02696	0.243588675923112	Uncharacterized ACR, YdiU/UPF0061 family
PF02698	0.251262634294089	DUF218 domain
PF02699	0.335410196624968	Preprotein translocase subunit
PF02702	0.159111456835146	Osmosensitive K+ channel His kinase sensor domain
PF02705	0.111803398874989	K+ potassium transporter
PF02706	0.63333055740009	Chain length determinant protein
PF02709	0.111803398874989	N-terminal domain of galactosyltransferase
PF02719	0.265053135346409	Polysaccharide biosynthesis protein
PF02727	0.497461912542437	Copper amine oxidase, N2 domain
PF02728	0.497461912542437	Copper amine oxidase, N3 domain
PF02729	0.529957008048527	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain
PF02730	0.191182198207345	Aldehyde ferredoxin oxidoreductase, N-terminal domain
PF02733	0.395984592463336	Dak1 domain
PF02734	0.395984592463336	DAK2 domain
PF02737	0.594143357375915	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
PF02738	0.571473777597024	Molybdopterin-binding domain of aldehyde dehydrogenase
PF02739	0.225017580185205	5'-3' exonuclease, N-terminal resolvase-like domain
PF02742	0.159111456835146	Iron dependent repressor, metal binding and dimerisation domain
PF02743	0.461148813126632	Cache domain
PF02744	0.111803398874989	Galactose-1-phosphate uridyl transferase, C-terminal domain
PF02746	0.959957804979871	Mandelate racemase / muconate lactonizing enzyme, N-terminal domain
PF02748	0	Aspartate carbamoyltransferase regulatory chain, metal binding domain
PF02749	0.502525268588178	Quinolinate phosphoribosyl transferase, N-terminal domain
PF02753	2.46994593288849	Pili assembly chaperone PapD, C-terminal domain
PF02754	0.922297626253264	Cysteine-rich domain
PF02767	0	DNA polymerase III beta subunit, central domain
PF02768	0	DNA polymerase III beta subunit, C-terminal domain
PF02769	0.223606797749979	AIR synthase related protein, C-terminal domain
PF02770	0.331614768112609	Acyl-CoA dehydrogenase, middle domain
PF02771	0.314219950377423	Acyl-CoA dehydrogenase, N-terminal domain
PF02772	0.301892763255977	S-adenosylmethionine synthetase, central domain
PF02773	0.301892763255977	S-adenosylmethionine synthetase, C-terminal domain
PF02774	0.159111456835146	Semialdehyde dehydrogenase, dimerisation domain
PF02775	0.43410755244364	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain
PF02776	0.431181773175754	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain
PF02777	0	Iron/manganese superoxide dismutases, C-terminal domain
PF02779	1.12782696850451	Transketolase, pyrimidine binding domain
PF02780	0.70978691757064	Transketolase, C-terminal domain
PF02781	0.111803398874989	Glucose-6-phosphate dehydrogenase, C-terminal domain
PF02782	0.843347008778231	FGGY family of carbohydrate kinases, C-terminal domain
PF02784	0	Pyridoxal-dependent decarboxylase, pyridoxal binding domain
PF02785	0.157109975188711	Biotin carboxylase C-terminal domain
PF02786	0.275589127304775	Carbamoyl-phosphate synthase L chain, ATP binding domain
PF02787	0.111803398874989	Carbamoyl-phosphate synthetase large chain, oligomerisation domain
PF02789	0.265053135346409	Cytosol aminopeptidase family, N-terminal domain
PF02794	0.549884913160489	RTX toxin acyltransferase family
PF02796	1.3195223531666	Helix-turn-helix domain of resolvase
PF02798	0.462348161870262	Glutathione S-transferase, N-terminal domain
PF02800	0.368884737237919	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain
PF02801	2.08668928015139	Beta-ketoacyl synthase, C-terminal domain
PF02803	0.616107626632666	Thiolase, C-terminal domain
PF02805	0.111803398874989	Metal binding domain of Ada
PF02806	0.487826489178585	Alpha amylase, C-terminal all-beta domain
PF02810	0.655550787844114	SEC-C motif
PF02811	0.251262634294089	PHP domain
PF02812	0	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain
PF02814	0.392976309396426	UreE urease accessory protein, N-terminal domain
PF02817	0.482444986041893	e3 binding domain
PF02823	0.111803398874989	ATP synthase, Delta/Epsilon chain, beta-sandwich domain
PF02824	0.420781370815435	TGS domain
PF02826	0.76926728248297	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
PF02831	0	gpW
PF02834	0.223606797749979	LigT like Phosphoesterase
PF02836	0.352208223798639	Glycosyl hydrolases family 2, TIM barrel domain
PF02837	0.367810834705263	Glycosyl hydrolases family 2, sugar binding domain
PF02839	0.500632511321833	Carbohydrate binding domain
PF02843	0.111803398874989	Phosphoribosylglycinamide synthetase, C domain
PF02844	0.111803398874989	Phosphoribosylglycinamide synthetase, N domain
PF02852	0.65167748488328	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain
PF02861	0.593210531074099	Clp amino terminal domain, pathogenicity island component
PF02863	0.442768905635285	Arginine repressor, C-terminal domain
PF02866	0.111803398874989	lactate/malate dehydrogenase, alpha/beta C-terminal domain
PF02867	0.223606797749979	Ribonucleotide reductase, barrel domain
PF02870	0.219320007803175	6-O-methylguanine DNA methyltransferase, ribonuclease-like domain
PF02872	1.22983738762488	5'-nucleotidase, C-terminal domain
PF02873	0.111803398874989	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain
PF02874	0	ATP synthase alpha/beta family, beta-barrel domain
PF02875	0.111803398874989	Mur ligase family, glutamate ligase domain
PF02878	0.581899987056804	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I
PF02879	0.575886768054496	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II
PF02880	0.575886768054496	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III
PF02881	0.265053135346409	SRP54-type protein, helical bundle domain
PF02882	0.157109975188711	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain
PF02885	0.290949993528402	Glycosyl transferase family, helical bundle domain
PF02887	0.111803398874989	Pyruvate kinase, alpha/beta domain
PF02894	0.502997345036655	Oxidoreductase family, C-terminal alpha/beta domain
PF02895	0	Signal transducing histidine kinase, homodimeric domain
PF02896	0.527563062401194	PEP-utilising enzyme, TIM barrel domain
PF02897	0.243588675923112	Prolyl oligopeptidase, N-terminal beta-propeller domain
PF02899	0.452839144883965	Phage integrase, N-terminal SAM-like domain
PF02900	0.758809026857553	Catalytic LigB subunit of aromatic ring-opening dioxygenase
PF02901	0.93109096212284	Pyruvate formate lyase-like
PF02902	0.497461912542437	Ulp1 protease family, C-terminal catalytic domain
PF02903	0.243588675923112	Alpha amylase, N-terminal ig-like domain
PF02909	0.497461912542437	Tetracyclin repressor, C-terminal all-alpha domain
PF02910	0.251262634294089	Fumarate reductase flavoprotein C-term
PF02911	0.111803398874989	Formyl transferase, C-terminal domain
PF02912	0.243588675923112	Aminoacyl tRNA synthetase class II, N-terminal domain
PF02913	0.392774937971778	FAD linked oxidases, C-terminal domain
PF02914	0	Bacteriophage Mu transposase
PF02922	0.411657655481415	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)
PF02924	0.191182198207345	Bacteriophage lambda head decoration protein D
PF02926	0.157109975188711	THUMP domain
PF02929	0.223606797749979	Beta galactosidase small chain
PF02938	0.346547163758212	GAD domain
PF02945	0.111803398874989	Recombination endonuclease VII
PF02948	0.111803398874989	Amelogenin
PF02951	0	Prokaryotic glutathione synthetase, N-terminal domain
PF02952	0.111803398874989	L-fucose isomerase, C-terminal domain
PF02954	0.993332200605363	Bacterial regulatory protein, Fis family
PF02955	0	Prokaryotic glutathione synthetase, ATP-grasp domain
PF02962	0.442768905635285	5-carboxymethyl-2-hydroxymuconate isomerase
PF02965	0	Vitamin B12 dependent methionine synthase, activation domain
PF02976	0	DNA mismatch repair enzyme MutH
PF02978	0.243588675923112	Signal peptide binding domain
PF03006	0	Haemolysin-III related
PF03009	0.111803398874989	Glycerophosphoryl diester phosphodiesterase family
PF03023	0.159111456835146	MviN-like protein
PF03033	0	Glycosyltransferase family 28 N-terminal domain
PF03050	2.5606256652366	Transposase IS66 family
PF03054	0.28434913465623	tRNA methyl transferase
PF03061	0.670820393249937	Thioesterase superfamily
PF03063	0	Prismane/CO dehydrogenase family
PF03090	0.527112987191383	Replicase family
PF03091	0.111803398874989	CutA1 divalent ion tolerance protein
PF03096	0	Ndr family
PF03099	0.526362006631668	Biotin/lipoate A/B protein ligase family
PF03100	0	CcmE
PF03102	0.411657655481415	NeuB family
PF03104	0	DNA polymerase family B, exonuclease domain
PF03109	0	ABC1 family
PF03116	0.191182198207345	NQR2, RnfD, RnfE family
PF03118	0	Bacterial RNA polymerase, alpha chain C terminal domain
PF03119	0	NAD-dependent DNA ligase C4 zinc finger domain
PF03120	0.191182198207345	NAD-dependent DNA ligase OB-fold domain
PF03123	0.70978691757064	CAT RNA binding domain
PF03129	0.243588675923112	Anticodon binding domain
PF03135	0.599445946719114	CagE, TrbE, VirB family, component of type IV transporter system
PF03143	0.290949993528402	Elongation factor Tu C-terminal domain
PF03144	0.550603811249092	Elongation factor Tu domain 2
PF03147	0.28434913465623	Ferredoxin-fold anticodon binding domain
PF03150	0.191182198207345	Di-haem cytochrome c peroxidase
PF03167	0.295268596880531	Uracil DNA glycosylase superfamily
PF03170	0.275589127304775	Bacterial cellulose synthase subunit
PF03176	0.382364396414689	MMPL family
PF03180	0.111803398874989	NLPA lipoprotein
PF03193	0.111803398874989	RsgA GTPase
PF03199	0.219320007803175	Eukaryotic glutathione synthase
PF03203	0.341256056653258	MerC mercury resistance protein
PF03205	0.111803398874989	Molybdopterin guanine dinucleotide synthesis protein B
PF03212	1.40742830381506	Pertactin
PF03222	0.371236387893486	Tryptophan/tyrosine permease family
PF03230	1.82389206875873	Antirestriction protein
PF03235	0.985255219778746	Protein of unknown function DUF262
PF03237	0.157109975188711	Terminase-like family
PF03239	0.449859331037513	Iron permease FTR1 family
PF03241	0.435744670330595	4-hydroxyphenylacetate 3-hydroxylase C terminal
PF03243	0.111803398874989	Alkylmercury lyase
PF03245	0.223606797749979	Bacteriophage Rz lysis protein
PF03253	0.243588675923112	Urea transporter
PF03255	0	Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit
PF03264	0.382364396414689	NapC/NirT cytochrome c family, N-terminal region
PF03275	0.243588675923112	UDP-galactopyranose mutase
PF03278	0.655550787844114	IpaB/EvcA family
PF03279	0.544099534825631	Bacterial lipid A biosynthesis acyltransferase
PF03288	0.28434913465623	Poxvirus D5 protein-like
PF03308	0.475840362551257	ArgK protein
PF03313	0.27443843698761	Serine dehydratase alpha chain
PF03315	0.159111456835146	Serine dehydratase beta chain
PF03319	0.461148813126632	Ethanolamine utilisation protein EutN/carboxysome
PF03320	0.420216942163227	Bacterial fructose-1,6-bisphosphatase, glpX-encoded
PF03328	0.53234018817798	HpcH/HpaI aldolase/citrate lyase family
PF03330	0.159111456835146	Lytic transglycolase
PF03331	0	UDP-3-O-acyl N-acetylglycosamine deacetylase
PF03333	1.05272401326334	Adhesin biosynthesis transcription regulatory protein
PF03335	0	Phage tail fibre repeat
PF03349	0.219320007803175	Outer membrane protein transport protein (OMPP1/FadL/TodX)
PF03350	0.111803398874989	Uncharacterized protein family, UPF0114
PF03352	0.111803398874989	Methyladenine glycosylase
PF03354	0	Phage Terminase
PF03358	0.683323042013684	NADPH-dependent FMN reductase
PF03364	0.243588675923112	Polyketide cyclase / dehydrase and lipid transport
PF03372	0.223606797749979	Endonuclease/Exonuclease/phosphatase family
PF03374	0.676925289896356	Phage antirepressor protein KilAC domain
PF03379	0.111803398874989	CcmB protein
PF03389	0.469142767938355	MobA/MobL family
PF03400	1.89202189084668	IS1 transposase
PF03401	0.6934366808727	Tripartite tricarboxylate transporter family receptor
PF03406	1.62340476714056	Phage tail fibre repeat
PF03411	0	Penicillin-insensitive murein endopeptidase
PF03412	0.728163112899398	Peptidase C39 family
PF03417	0.111803398874989	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase
PF03432	0.957895240169425	Relaxase/Mobilisation nuclease domain
PF03433	0.392774937971778	EspA-like secreted protein
PF03437	0.411657655481415	BtpA family
PF03441	0.111803398874989	FAD binding domain of DNA photolyase
PF03446	0.643860980356254	NAD binding domain of 6-phosphogluconate dehydrogenase
PF03447	0.111803398874989	Homoserine dehydrogenase, NAD binding domain
PF03449	0.111803398874989	Transcription elongation factor, N-terminal
PF03450	0.549884913160489	CO dehydrogenase flavoprotein C-terminal domain
PF03453	0	MoeA N-terminal region (domain I and II)
PF03454	0	MoeA C-terminal region (domain IV)
PF03458	0.223606797749979	UPF0126 domain
PF03459	1.03238693560609	TOBE domain
PF03460	0.111803398874989	Nitrite/Sulfite reductase ferredoxin-like half domain
PF03461	0.219320007803175	TRCF domain
PF03462	0.455452202608308	PCRF domain
PF03466	2.64500364910854	LysR substrate binding domain
PF03471	0.392976309396426	Transporter associated domain
PF03472	0.332805489243922	Autoinducer binding domain
PF03473	0.111803398874989	MOSC domain
PF03475	0	3-alpha domain
PF03476	0.111803398874989	MOSC N-terminal beta barrel domain
PF03477	0.223606797749979	ATP cone domain
PF03479	0.420216942163227	Domain of unknown function (DUF296)
PF03480	1.27065217979796	Bacterial extracellular solute-binding protein, family 7
PF03483	0.28434913465623	B3/4 domain
PF03484	0.28434913465623	tRNA synthetase B5 domain
PF03485	0.28434913465623	Arginyl tRNA synthetase N terminal domain
PF03486	0.248730956271219	HI0933-like protein
PF03498	0	Cytolethal distending toxin A/C domain
PF03502	1.10350419980503	Nucleoside-specific channel-forming protein, Tsx
PF03513	0.111803398874989	Cloacin immunity protein
PF03515	0.248730956271219	Colicin-like bacteriocin tRNase domain
PF03524	0.599445946719114	Conjugal transfer protein
PF03526	0.435744670330595	Colicin E1 (microcin) immunity protein
PF03527	3.26544528531599	RHS protein
PF03544	0.400750877507193	Gram-negative bacterial TonB protein C-terminal
PF03547	0.508005531715123	Membrane transport protein
PF03548	0.535895087030845	Outer membrane lipoprotein carrier protein LolA
PF03549	0.382364396414689	Translocated intimin receptor (Tir) intimin-binding domain
PF03550	0	Outer membrane lipoprotein LolB
PF03551	0.35556159892895	Transcriptional regulator PadR-like family
PF03552	0.455452202608308	Cellulose synthase
PF03553	0.568002273127917	Na+/H+ antiporter family
PF03562	0	MltA specific insert domain
PF03572	0.111803398874989	Peptidase family S41
PF03573	0.636321509373319	outer membrane porin, OprD family
PF03575	0	Peptidase family S51
PF03588	0.159111456835146	Leucyl/phenylalanyl-tRNA protein transferase
PF03589	0.223606797749979	Antitermination protein
PF03590	0	Aspartate-ammonia ligase
PF03591	0	AzlC protein
PF03592	0.157109975188711	Terminase small subunit
PF03594	0.243588675923112	Benzoate membrane transport protein
PF03595	0.111803398874989	Voltage-dependent anion channel
PF03600	0.159111456835146	Citrate transporter
PF03601	0	Conserved hypothetical protein 698
PF03602	0	Conserved hypothetical protein 95
PF03603	0.332805489243922	DNA polymerase III psi subunit
PF03605	0.689431980471027	Anaerobic c4-dicarboxylate membrane transporter
PF03606	0.58986696633621	C4-dicarboxylate anaerobic carrier
PF03608	0.309143365209678	PTS system enzyme II sorbitol-specific factor
PF03609	0.718648520629196	PTS system sorbose-specific iic component
PF03610	0.862363546351508	PTS system fructose IIA component
PF03611	1.02121483872662	PTS system sugar-specific permease component
PF03612	0.32583874244164	Sorbitol phosphotransferase enzyme II N-terminus
PF03613	0.706994888349201	PTS system mannose/fructose/sorbose family IID component
PF03614	0.191182198207345	Repressor of phase-1 flagellin
PF03616	0.35489345878532	Sodium/glutamate symporter
PF03618	0.157109975188711	Kinase/pyrophosphorylase
PF03621	0.111803398874989	MbtH-like protein
PF03626	0	Prokaryotic Cytochrome C oxidase subunit IV
PF03627	0.568002273127917	PapG carbohydrate binding domain
PF03628	0.515580046947248	PapG chaperone-binding domain
PF03629	0.571473777597024	Carbohydrate esterase, sialic acid-specific acetylesterase
PF03631	0	Virulence factor BrkB
PF03632	0.191182198207345	Glycosyl hydrolase family 65 central catalytic domain
PF03633	0.219320007803175	Glycosyl hydrolase family 65, C-terminal domain
PF03636	0.191182198207345	Glycosyl hydrolase family 65, N-terminal domain
PF03641	0	Possible lysine decarboxylase
PF03649	0.157109975188711	Uncharacterised protein family (UPF0014)
PF03652	0	Holliday junction resolvase
PF03658	0.243588675923112	RnfH family Ubiquitin
PF03668	0.111803398874989	P-loop ATPase protein family
PF03691	0.520315143063572	Uncharacterised protein family (UPF0167)
PF03692	0.492988818010657	Putative zinc- or iron-chelating domain
PF03693	0.785952618792852	Bacterial antitoxin of ParD toxin-antitoxin type II system and RHH
PF03695	0.452839144883965	Uncharacterised protein family (UPF0149)
PF03701	0.111803398874989	Uncharacterised protein family (UPF0181)
PF03702	0	Anhydro-N-acetylmuramic acid kinase
PF03705	0	CheR methyltransferase, all-alpha domain
PF03706	0.111803398874989	Lysylphosphatidylglycerol synthase TM region
PF03709	0.623891421906981	Orn/Lys/Arg decarboxylase, N-terminal domain
PF03710	0.388929071663215	Glutamate-ammonia ligase adenylyltransferase
PF03711	0.623891421906981	Orn/Lys/Arg decarboxylase, C-terminal domain
PF03713	0.432829957549034	Domain of unknown function (DUF305)
PF03717	0.111803398874989	Penicillin-binding Protein dimerisation domain
PF03719	0	Ribosomal protein S5, C-terminal domain
PF03720	0.309143365209678	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain
PF03721	0.420216942163227	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
PF03724	0.111803398874989	META domain
PF03725	0.275589127304775	3' exoribonuclease family, domain 2
PF03726	0.111803398874989	Polyribonucleotide nucleotidyltransferase, RNA binding domain
PF03729	0.497461912542437	Short repeat of unknown function (DUF308)
PF03733	0.314219950377423	Inner membrane component domain
PF03734	0.270957047369112	L,D-transpeptidase catalytic domain
PF03737	0.346547163758212	Aldolase/RraA
PF03738	0.27443843698761	Glutathionylspermidine synthase preATP-grasp
PF03739	1.04328776811032	Predicted permease YjgP/YjgQ family
PF03740	0	Pyridoxal phosphate biosynthesis protein PdxJ
PF03741	0.581899987056804	Integral membrane protein TerC family
PF03743	1.10665421171376	Bacterial conjugation TrbI-like protein
PF03746	0.111803398874989	LamB/YcsF family
PF03747	0.270957047369112	ADP-ribosylglycohydrolase
PF03748	0.44133715118111	Flagellar basal body-associated protein FliL
PF03749	0	Sugar fermentation stimulation protein
