ann_term	cv	annotation
PF02770	0.186084266810585	Acyl-CoA dehydrogenase, middle domain
PF02771	0.356301046300013	Acyl-CoA dehydrogenase, N-terminal domain
PF02772	0.372228142255552	S-adenosylmethionine synthetase, central domain
PF02773	0.375152799058609	S-adenosylmethionine synthetase, C-terminal domain
PF02774	0.297363681687712	Semialdehyde dehydrogenase, dimerisation domain
PF02775	0.286291970881723	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain
PF02776	0.261615085249663	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain
PF02777	0.324322148255206	Iron/manganese superoxide dismutases, C-terminal domain
PF02778	0.611380295563475	tRNA intron endonuclease, N-terminal domain
PF02779	0.186132893958597	Transketolase, pyrimidine binding domain
PF02780	0.212328240134802	Transketolase, C-terminal domain
PF02781	0.298237399310373	Glucose-6-phosphate dehydrogenase, C-terminal domain
PF02782	0.24972286160567	FGGY family of carbohydrate kinases, C-terminal domain
PF02784	0.36629653854714	Pyridoxal-dependent decarboxylase, pyridoxal binding domain
PF02785	0.171936317300738	Biotin carboxylase C-terminal domain
PF02786	0.18221176069834	Carbamoyl-phosphate synthase L chain, ATP binding domain
PF02787	0.305426214719929	Carbamoyl-phosphate synthetase large chain, oligomerisation domain
PF02788	2.32212904302625	Ribulose bisphosphate carboxylase large chain, N-terminal domain
PF02789	0.523412759916855	Cytosol aminopeptidase family, N-terminal domain
PF02790	1.56474691493997	Cytochrome C oxidase subunit II, transmembrane domain
PF02791	0.171889858601127	DDT domain
PF02792	0.565266863719195	Mago nashi protein
PF02797	0.60329934858972	Chalcone and stilbene synthases, C-terminal domain
PF02798	0.318010217658129	Glutathione S-transferase, N-terminal domain
PF02799	0.50290504800093	Myristoyl-CoA:protein N-myristoyltransferase, C-terminal domain
PF02800	0.275238204948903	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain
PF02801	0.410264525802653	Beta-ketoacyl synthase, C-terminal domain
PF02803	0.204832287688632	Thiolase, C-terminal domain
PF02805	0	Metal binding domain of Ada
PF02806	0.204544960236057	Alpha amylase, C-terminal all-beta domain
PF02807	0	ATP:guanido phosphotransferase, N-terminal domain
PF02809	0.433458930787954	Ubiquitin interaction motif
PF02810	0.534039513106391	SEC-C motif
PF02811	0.484086379318309	PHP domain
PF02812	0.236535135961109	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain
PF02815	0.440078526653008	MIR domain
PF02817	0.256469604936852	e3 binding domain
PF02823	1.67375062946365	ATP synthase, Delta/Epsilon chain, beta-sandwich domain
PF02824	0.201260927090086	TGS domain
PF02825	2.42043189659154	WWE domain
PF02826	0.29171039478191	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
PF02833	0.865687732541523	DHHA2 domain
PF02836	0.870977116171962	Glycosyl hydrolases family 2, TIM barrel domain
PF02837	0.386302359903976	Glycosyl hydrolases family 2, sugar binding domain
PF02838	0	Glycosyl hydrolase family 20, domain 2
PF02840	0.492318748588943	Prp18 domain
PF02841	0.398181271521368	Guanylate-binding protein, C-terminal domain
PF02843	0.441036520699755	Phosphoribosylglycinamide synthetase, C domain
PF02844	0.490666169910834	Phosphoribosylglycinamide synthetase, N domain
PF02845	0.24824513028153	CUE domain
PF02847	0.25128983524081	MA3 domain
PF02852	0.256647046002359	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain
PF02854	0.305813043787865	MIF4G domain
PF02861	0.197364338059862	Clp amino terminal domain, pathogenicity island component
PF02862	0.50003358774803	DDHD domain
PF02866	0.214759384641055	lactate/malate dehydrogenase, alpha/beta C-terminal domain
PF02867	0.641504332520948	Ribonucleotide reductase, barrel domain
PF02870	7.34846922834953	6-O-methylguanine DNA methyltransferase, ribonuclease-like domain
PF02872	0	5'-nucleotidase, C-terminal domain
PF02873	1.04232715551038	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain
PF02874	1.17308722129787	ATP synthase alpha/beta family, beta-barrel domain
PF02875	0.559058541798821	Mur ligase family, glutamate ligase domain
PF02877	0.216421933135381	Poly(ADP-ribose) polymerase, regulatory domain
PF02878	0.186689340861743	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I
PF02879	0.143045548533354	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II
PF02880	0.119581461235316	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III
PF02881	0.254675054576944	SRP54-type protein, helical bundle domain
PF02882	0.420709787622689	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain
PF02883	0.308034509628125	Adaptin C-terminal domain
PF02885	0.403953049298722	Glycosyl transferase family, helical bundle domain
PF02886	0.316589436453373	LBP / BPI / CETP family, C-terminal domain
PF02887	0.200015517531206	Pyruvate kinase, alpha/beta domain
PF02889	0.248737744265744	Sec63 Brl domain
PF02891	0.330173704362432	MIZ/SP-RING zinc finger
PF02892	0.585179353635024	BED zinc finger
PF02893	0.272540005925083	GRAM domain
PF02894	0.138650362799048	Oxidoreductase family, C-terminal alpha/beta domain
PF02896	0.438881269718852	PEP-utilising enzyme, PEP-binding domain
PF02897	0.258811049727204	Prolyl oligopeptidase, N-terminal beta-propeller domain
PF02899	7.34846922834953	Phage integrase, N-terminal SAM-like domain
PF02900	0.730293283191092	Catalytic LigB subunit of aromatic ring-opening dioxygenase
PF02902	1.82397790909968	Ulp1 protease family, C-terminal catalytic domain
PF02906	0.493732833472777	Iron only hydrogenase large subunit, C-terminal domain
PF02907	7.34846922834953	Hepatitis C virus NS3 protease
PF02910	0.205638028634673	Fumarate reductase flavoprotein C-term
PF02911	0.340170988883134	Formyl transferase, C-terminal domain
PF02912	7.34846922834953	Aminoacyl tRNA synthetase class II, N-terminal domain
PF02913	0.230478264508335	FAD linked oxidases, C-terminal domain
PF02915	0.305426214719929	Rubrerythrin
PF02919	0.602323249090887	Eukaryotic DNA topoisomerase I, DNA binding fragment
PF02921	0.311046809335617	Ubiquinol cytochrome reductase transmembrane region
PF02922	0.105687809868124	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)
PF02925	0	Bacteriophage scaffolding protein D
PF02926	0.322437768798548	THUMP domain
PF02928	0.204900954862796	C5HC2 zinc finger
PF02929	0.398379144860395	Beta galactosidase small chain
PF02933	0.307006543126061	Cell division protein 48 (CDC48), domain 2
PF02934	0.432595661728148	GatB/GatE catalytic domain
PF02938	0.305426214719929	GAD domain
PF02941	0.441036520699755	Ferredoxin thioredoxin reductase variable alpha chain
PF02943	0.340170988883134	Ferredoxin thioredoxin reductase catalytic beta chain
PF02945	7.34846922834953	Recombination endonuclease VII
PF02951	7.34846922834953	Prokaryotic glutathione synthetase, N-terminal domain
PF02953	0.312186919401792	Tim10/DDP family zinc finger
PF02954	7.34846922834953	Bacterial regulatory protein, Fis family
PF02955	7.34846922834953	Prokaryotic glutathione synthetase, ATP-grasp domain
PF02965	0	Vitamin B12 dependent methionine synthase, activation domain
PF02966	0.389045611638443	Mitosis protein DIM1
PF02969	0.304152304859081	TATA box binding protein associated factor (TAF)
PF02970	0.422849382523119	Tubulin binding cofactor A
PF02977	3.86436905836772	Carboxypeptidase A inhibitor
PF02978	0.381865625282963	Signal peptide binding domain
PF02984	0.256260160083237	Cyclin, C-terminal domain
PF02985	0.237507720622661	HEAT repeat
PF02987	0.780157901010702	Late embryogenesis abundant protein
PF02990	0.285954357592122	Endomembrane protein 70
PF02991	0.370244848165882	Autophagy protein Atg8 ubiquitin like
PF02992	2.25006674287305	Transposase family tnp2
PF02996	0.273544919658675	Prefoldin subunit
PF03000	0.186206172419702	NPH3 family
PF03004	1.14153637569093	Plant transposase (Ptta/En/Spm family)
PF03006	0.312562641127403	Haemolysin-III related
PF03007	0.531173021184636	Wax ester synthase-like Acyl-CoA acyltransferase domain
PF03009	0.35953244084573	Glycerophosphoryl diester phosphodiesterase family
PF03015	0.425229341798031	Male sterility protein
PF03016	0.145163610029406	Exostosin family
PF03017	1.7530134287786	TNP1/EN/SPM transposase
PF03018	0.314247133273605	Dirigent-like protein
PF03022	7.34846922834953	Major royal jelly protein
PF03023	2.61552487092062	Lipid II flippase MurJ
PF03024	0.445144762404349	Folate receptor family
PF03028	7.34846922834953	Dynein heavy chain region D6 P-loop domain
PF03029	0.64296580439801	Conserved hypothetical ATP binding protein
PF03030	0.634451583937921	Inorganic H+ pyrophosphatase
PF03031	0.293111503794435	NLI interacting factor-like phosphatase
PF03033	0.235416943487601	Glycosyltransferase family 28 N-terminal domain
PF03034	0.513956168750047	Phosphatidyl serine synthase
PF03040	0.744203184091176	CemA family
PF03048	0.833380120990743	UL92 family
PF03050	7.34846922834953	Transposase IS66 family
PF03054	0.465733216815467	tRNA methyl transferase
PF03055	0.390285858394691	Retinal pigment epithelial membrane protein
PF03058	4.6110194185198	Sar8.2 family
PF03059	0.558792675324737	Nicotianamine synthase protein
PF03060	0.634662337994146	Nitronate monooxygenase
PF03061	0.275249996993228	Thioesterase superfamily
PF03062	0.241518667573163	MBOAT, membrane-bound O-acyltransferase family
PF03069	0.946475950740585	Acetamidase/Formamidase family
PF03070	0.320104884844424	TENA/THI-4/PQQC family
PF03071	0.545436956995585	GNT-I family
PF03073	0.483208615442374	TspO/MBR family
PF03078	6.50601774507578	ATHILA ORF-1 family
PF03079	0.345562775753269	ARD/ARD' family
PF03080	0.541415193391216	Neprosin
PF03081	0.343500647603104	Exo70 exocyst complex subunit
PF03083	0.338442609115178	Sugar efflux transporter for intercellular exchange
PF03087	0.35499824552333	Arabidopsis protein of unknown function
PF03088	0.393415143664842	Strictosidine synthase
PF03091	0.49425413474781	CutA1 divalent ion tolerance protein
PF03092	0.196052810016757	BT1 family
PF03094	0.385045263126779	Mlo family
PF03095	0.262445329583912	Phosphotyrosyl phosphate activator (PTPA) protein
PF03096	0.304290829536925	Ndr family
PF03097	0.249860806138043	BRO1-like domain
PF03098	0.904026940508974	Animal haem peroxidase
PF03099	0.231144233278741	Biotin/lipoate A/B protein ligase family
PF03100	0.286091097066709	CcmE
PF03101	0.674670569556988	FAR1 DNA-binding domain
PF03104	0.208880860970948	DNA polymerase family B, exonuclease domain
PF03105	0.193485972688559	SPX domain
PF03106	0.279064379535669	WRKY DNA -binding domain
PF03107	1.4584444127731	C1 domain
PF03108	1.73129828343613	MuDR family transposase
PF03109	0.0951026849291627	ABC1 family
PF03110	0.339910636681859	SBP domain
PF03114	1.67071930149039	BAR domain
PF03116	7.34846922834953	NQR2, RnfD, RnfE family
PF03118	1.7150636171952	Bacterial RNA polymerase, alpha chain C terminal domain
PF03120	7.34846922834953	NAD-dependent DNA ligase OB-fold domain
PF03121	0.244813004812233	Herpesviridae UL52/UL70 DNA primase
PF03124	0.384994684672419	EXS family
PF03126	0.2662173302521	Plus-3 domain
PF03127	0.278539382739624	GAT domain
PF03128	7.34846922834953	CXCXC repeat
PF03129	0.245707026014559	Anticodon binding domain
PF03130	1.09026567646745	PBS lyase HEAT-like repeat
PF03131	3.15989013422577	bZIP Maf transcription factor
PF03133	0.59264731271149	Tubulin-tyrosine ligase family
PF03134	0.223660127807804	TB2/DP1, HVA22 family
PF03137	2.42043189659154	Organic Anion Transporter Polypeptide (OATP) family
PF03140	0.609888040421945	Plant protein of unknown function
PF03141	0.191684795764787	Putative S-adenosyl-L-methionine-dependent methyltransferase
PF03143	0.281853353228789	Elongation factor Tu C-terminal domain
PF03144	0.152562608089973	Elongation factor Tu domain 2
PF03145	0.541451259729575	Seven in absentia protein family
PF03147	0.246119457636665	Ferredoxin-fold anticodon binding domain
PF03151	0.137461245618735	Triose-phosphate Transporter family
PF03152	0.30492145853454	Ubiquitin fusion degradation protein UFD1
PF03153	0.445963024103932	Transcription factor IIA, alpha/beta subunit
PF03155	0.300638395614787	ALG6, ALG8 glycosyltransferase family
PF03157	4.51412876317967	High molecular weight glutenin subunit
PF03159	0.360705152057089	XRN 5'-3' exonuclease N-terminus
PF03161	0.194257172471453	LAGLIDADG DNA endonuclease family
PF03162	0.354016947287936	Tyrosine phosphatase family
PF03167	0.334776749040481	Uracil DNA glycosylase superfamily
PF03168	0.247319899229865	Late embryogenesis abundant protein
PF03169	0.331152197575497	OPT oligopeptide transporter protein
PF03171	0.287394930527873	2OG-Fe(II) oxygenase superfamily
PF03175	2.14179727656008	DNA polymerase type B, organellar and viral
PF03177	0.417999065145483	Non-repetitive/WGA-negative nucleoporin C-terminal
PF03178	0.266755866148566	CPSF A subunit region
PF03179	0.331943974107064	Vacuolar (H+)-ATPase G subunit
PF03180	7.34846922834953	NLPA lipoprotein
PF03181	0.538973761950897	BURP domain
PF03184	4.3163326751773	DDE superfamily endonuclease
PF03186	0	CobD/Cbib protein
PF03188	0.182449591025024	Eukaryotic cytochrome b561
PF03190	0.219043214831998	Protein of unknown function, DUF255
PF03193	0.345915345474263	RsgA GTPase
PF03194	0.342282217296189	LUC7 N_terminus
PF03195	0.23061694811071	Lateral organ boundaries (LOB) domain
PF03198	0	Glucanosyltransferase
PF03199	0.558842386787842	Eukaryotic glutathione synthase
PF03200	0.41392771966172	Glycosyl hydrolase family 63 C-terminal domain
PF03208	0.286775305281745	PRA1 family protein
PF03209	3.01440515341858	PUCC protein
PF03214	0.358835763211113	Reversibly glycosylated polypeptide
PF03215	0.262445329583912	Rad17 P-loop domain
PF03216	2.47876045317116	Rhabdovirus nucleoprotein
PF03219	0.38295139846318	TLC ATP/ADP transporter
PF03221	3.93532621936609	Tc5 transposase DNA-binding domain
PF03222	0.362691128083306	Tryptophan/tyrosine permease family
PF03223	0.520227635225994	V-ATPase subunit C
PF03224	0.590602390207881	V-ATPase subunit H
PF03226	0.27700064657025	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
PF03227	0.460461744554477	Gamma interferon inducible lysosomal thiol reductase (GILT)
PF03233	7.34846922834953	Aphid transmission protein
PF03235	0	Protein of unknown function DUF262
PF03242	0.391059772968883	Late embryogenesis abundant protein
PF03244	0.413265309305181	Photosystem I reaction centre subunit VI
PF03248	0.372900359982615	Rer1 family
PF03254	0.928728986831977	Xyloglucan fucosyltransferase
PF03255	0.552516652477402	Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit
PF03256	0.54440427878212	Anaphase-promoting complex, subunit 10 (APC10)
PF03259	7.34846922834953	Roadblock/LC7 domain
PF03266	0.398379144860395	NTPase
PF03271	0.230478264508335	EB1-like C-terminal motif
PF03279	7.34846922834953	Bacterial lipid A biosynthesis acyltransferase
PF03283	0.381720213546514	Pectinacetylesterase
PF03285	0	Paralemmin
PF03291	0.420944677668095	mRNA capping enzyme
PF03297	0.426358089265332	S25 ribosomal protein
PF03299	7.34846922834953	Transcription factor AP-2
PF03302	7.34846922834953	Giardia variant-specific surface protein
PF03309	0	Type III pantothenate kinase
PF03310	4.16182108180795	Caulimovirus DNA-binding protein
PF03311	0.388170079709489	Cornichon protein
PF03313	7.34846922834953	Serine dehydratase alpha chain
PF03315	7.34846922834953	Serine dehydratase beta chain
PF03317	5.77649760047573	ELF protein
PF03318	3.23635014548039	Clostridium epsilon toxin ETX/Bacillus mosquitocidal toxin MTX2
PF03321	0.418880476478865	GH3 auxin-responsive promoter
PF03328	0.472584224299335	HpcH/HpaI aldolase/citrate lyase family
PF03330	0.256081014899895	Lytic transglycolase
PF03331	0.484086379318309	UDP-3-O-acyl N-acetylglycosamine deacetylase
PF03332	0.4860801116893	Eukaryotic phosphomannomutase
PF03343	0.535808194352551	SART-1 family
PF03345	0.557991404393171	Oligosaccharyltransferase 48 kDa subunit beta
PF03348	0.243219916687313	Serine incorporator (Serinc)
PF03350	0.322437768798548	Uncharacterized protein family, UPF0114
PF03351	0.303526687536007	DOMON domain
PF03352	0.233764120364725	Methyladenine glycosylase
PF03357	0.281939479092176	Snf7
PF03358	0.289227575677286	NADPH-dependent FMN reductase
PF03360	0.531509353052997	Glycosyltransferase family 43
PF03364	0.208922434679222	Polyketide cyclase / dehydrase and lipid transport
PF03366	0.345775985227363	YEATS family
PF03367	0.410375342107243	ZPR1 zinc-finger domain
PF03368	0.244886407120685	Dicer dimerisation domain
PF03371	0.326270489291063	PRP38 family
PF03372	0.549036124439201	Endonuclease/Exonuclease/phosphatase family
PF03378	0.51367850467319	CAS/CSE protein, C-terminus
PF03381	0.404391600453941	LEM3 (ligand-effect modulator 3) family / CDC50 family
PF03384	4.19308655039509	Drosophila protein of unknown function, DUF287
PF03385	0.368768956615895	STELLO glycosyltransferases
PF03386	0.721315819873975	Early nodulin 93 ENOD93 protein
PF03398	0.163329239854764	Regulator of Vps4 activity in the MVB pathway
PF03399	0.267635002226231	SAC3/GANP family
PF03401	7.34846922834953	Tripartite tricarboxylate transporter family receptor
PF03404	0.314442199589349	Mo-co oxidoreductase dimerisation domain
PF03405	0.528050256541148	Fatty acid desaturase
PF03407	0.322431494555434	Nucleotide-diphospho-sugar transferase
PF03409	7.34846922834953	Transmembrane glycoprotein
PF03413	0	Peptidase propeptide and YPEB domain
PF03416	0.437078638060769	Peptidase family C54
PF03417	0.633098049333759	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase
PF03428	7.34846922834953	Replication protein C N-terminal domain
PF03435	0.224478969469948	Saccharopine dehydrogenase NADP binding domain
PF03439	0.493213061312571	Early transcription elongation factor of RNA pol II, NGN section
PF03441	0.195403242429465	FAD binding domain of DNA photolyase
PF03443	0	Glycosyl hydrolase family 61
PF03444	7.34846922834953	Winged helix-turn-helix transcription repressor, HrcA DNA-binding
PF03446	0.194976677418007	NAD binding domain of 6-phosphogluconate dehydrogenase
PF03447	0.48588730574578	Homoserine dehydrogenase, NAD binding domain
PF03449	7.34846922834953	Transcription elongation factor, N-terminal
PF03450	0.470848291074256	CO dehydrogenase flavoprotein C-terminal domain
PF03453	0.194257172471453	MoeA N-terminal region (domain I and II)
PF03454	0.194257172471453	MoeA C-terminal region (domain IV)
PF03455	1.04749337957872	dDENN domain
PF03456	0.21334307261821	uDENN domain
PF03460	0.294403593780145	Nitrite/Sulfite reductase ferredoxin-like half domain
PF03461	1.08714616885349	TRCF domain
PF03462	0.17421797119125	PCRF domain
PF03463	0.270611837798446	eRF1 domain 1
PF03464	0.286680744470063	eRF1 domain 2
PF03465	0.347240674090744	eRF1 domain 3
PF03466	5.66378140567949	LysR substrate binding domain
PF03467	0.675009433896339	Smg-4/UPF3 family
PF03468	0.242626122120446	XS domain
PF03469	0.48910423645078	XH domain
PF03470	0.406627420799613	XS zinc finger domain
PF03471	0.441054031336676	Transporter associated domain
PF03473	0.281010816903459	MOSC domain
PF03476	0.292110354229902	MOSC N-terminal beta barrel domain
PF03477	0.437674382110885	ATP cone domain
PF03478	0.790683184602604	Protein of unknown function (DUF295)
PF03479	0.318752751547404	Plants and Prokaryotes Conserved (PCC) domain
PF03480	7.34846922834953	Bacterial extracellular solute-binding protein, family 7
PF03483	1.04508708710383	B3/4 domain
PF03484	0.413505121617895	tRNA synthetase B5 domain
PF03485	0.500981598219114	Arginyl tRNA synthetase N terminal domain
PF03486	0.399267716300653	HI0933-like protein
PF03489	0.271655127969791	Saposin-like type B, region 2
PF03492	0.430707077494121	SAM dependent carboxyl methyltransferase
PF03501	0.38923506520506	Plectin/S10 domain
PF03514	0.25738512066635	GRAS domain family
PF03517	0.432595661728148	Regulator of volume decrease after cellular swelling
PF03522	0.467526108372069	Solute carrier family 12
PF03531	0.633177668467228	Structure-specific recognition protein (SSRP1)
PF03540	0.413505121617895	Transcription initiation factor TFIID 23-30kDa subunit
PF03544	0	Gram-negative bacterial TonB protein C-terminal
PF03547	0.273330511939071	Membrane transport protein
PF03548	7.34846922834953	Outer membrane lipoprotein carrier protein LolA
PF03551	7.34846922834953	Transcriptional regulator PadR-like family
PF03552	0.393384016056688	Cellulose synthase
PF03556	0.249505170665217	Cullin binding
PF03562	7.34846922834953	MltA specific insert domain
PF03564	4.81554087951334	Protein of unknown function (DUF1759)
PF03567	1.68808951966864	Sulfotransferase family
PF03568	0.374311917567901	Peptidase family C50
PF03571	0.56925234337181	Peptidase family M49
PF03572	0.216421933135381	Peptidase family S41
PF03573	7.34846922834953	outer membrane porin, OprD family
PF03575	7.34846922834953	Peptidase family S51
PF03576	0	Peptidase family S58
PF03587	0.951867689847174	EMG1/NEP1 methyltransferase
PF03588	0	Leucyl/phenylalanyl-tRNA protein transferase
PF03595	0.363176771711614	Voltage-dependent anion channel
PF03600	0.483208615442374	Citrate transporter
PF03602	0.393884233252051	Conserved hypothetical protein 95
PF03604	0.657133838784362	DNA directed RNA polymerase, 7 kDa subunit
PF03609	0	PTS system sorbose-specific iic component
PF03613	0	PTS system mannose/fructose/sorbose family IID component
PF03618	0.381428515060527	Kinase/pyrophosphorylase
PF03619	0.197341722765766	Organic solute transporter Ostalpha
PF03626	0	Prokaryotic Cytochrome C oxidase subunit IV
PF03629	0.706195763709175	Carbohydrate esterase, sialic acid-specific acetylesterase
PF03630	0.295323867590099	Fumble
PF03634	0.279450372203245	TCP family transcription factor
PF03635	0.456536667289805	Vacuolar protein sorting-associated protein 35
PF03637	0.372173133373867	Mob1/phocein family
PF03638	0.277748449353883	Tesmin/TSO1-like CXC domain, cysteine-rich domain
PF03639	0.861176492867484	Glycosyl hydrolase family 81 N-terminal domain
PF03641	0.450551821920755	Possible lysine decarboxylase
PF03643	0.324503554326193	Vacuolar protein sorting-associated protein 26
PF03644	0.464027538686514	Glycosyl hydrolase family 85
PF03647	0.207347290743716	Transmembrane proteins 14C
PF03648	7.34846922834953	Glycosyl hydrolase family 67 N-terminus
PF03649	0.321435830623181	Uncharacterised protein family (UPF0014)
PF03650	0.406977740788576	Mitochondrial pyruvate carriers
PF03652	1.42652502212542	Holliday junction resolvase
PF03656	0.316589436453373	Pam16
PF03657	0.515921349058975	UPF0113 PUA domain
PF03659	0	Glycosyl hydrolase family 71
PF03660	0.482167777151492	PHF5-like protein
PF03661	0.625216212013903	Transmembrane protein 33/Nucleoporin POM33
PF03662	0.401786286253206	Glycosyl hydrolase family 79, N-terminal domain
PF03665	0.340170988883134	Uncharacterised protein family (UPF0172)
PF03668	7.34846922834953	P-loop ATPase protein family
PF03669	0.336463292455227	Uncharacterised protein family (UPF0139)
PF03671	0.493732833472777	Ubiquitin fold modifier 1 protein
PF03676	0.194257172471453	Uncharacterised protein family (UPF0183)
PF03690	0.457808654897095	Uncharacterised protein family (UPF0160)
PF03692	0.449405099681251	Putative zinc- or iron-chelating domain
PF03693	7.34846922834953	Bacterial antitoxin of ParD toxin-antitoxin type II system and RHH
PF03694	0.494287739740019	Erg28 like protein
PF03703	0.274721127897378	Bacterial PH domain
PF03704	5.14689868151063	Bacterial transcriptional activator domain
PF03707	7.34846922834953	Bacterial signalling protein N terminal repeat
PF03710	0	Glutamate-ammonia ligase adenylyltransferase
PF03711	0.932142996561008	Orn/Lys/Arg decarboxylase, C-terminal domain
PF03712	0	Copper type II ascorbate-dependent monooxygenase, C-terminal domain
PF03714	7.34846922834953	Bacterial pullanase-associated domain
PF03715	0.183166413818949	Noc2p family
PF03716	5.14689868151063	WCCH motif
PF03717	7.34846922834953	Penicillin-binding Protein dimerisation domain
PF03719	0.329490332416288	Ribosomal protein S5, C-terminal domain
PF03720	0.409508498807211	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain
PF03721	0.432232059510739	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
PF03725	0.16068603903549	3' exoribonuclease family, domain 2
PF03726	0.305426214719929	Polyribonucleotide nucleotidyltransferase, RNA binding domain
PF03727	0.301638000703284	Hexokinase
PF03730	0.352396577937348	Ku70/Ku80 C-terminal arm
PF03731	0.176198288968674	Ku70/Ku80 N-terminal alpha/beta domain
PF03732	1.36468564487081	Retrotransposon gag protein
PF03734	0	L,D-transpeptidase catalytic domain
PF03735	0.295112673789808	ENT domain
PF03737	0.445963024103932	Aldolase/RraA
PF03741	0.398379144860395	Integral membrane protein TerC family
PF03742	1.55380482492566	PetN
PF03745	0.386761538334186	Domain of unknown function (DUF309)
PF03747	7.34846922834953	ADP-ribosylglycohydrolase
PF03748	7.34846922834953	Flagellar basal body-associated protein FliL
PF03754	0.950842281744373	Domain of unknown function (DUF313)
PF03759	0.343467194761129	PRONE (Plant-specific Rop nucleotide exchanger)
PF03760	0.442296321849215	Late embryogenesis abundant (LEA) group 1
PF03763	0.230104319348123	Remorin, C-terminal region
PF03764	0.228764226110957	Elongation factor G, domain IV
PF03765	0.223792245664098	CRAL/TRIO, N-terminal domain
PF03766	0.466520068621544	Remorin, N-terminal region
PF03767	0.346216304341329	HAD superfamily, subfamily IIIB (Acid phosphatase)
PF03770	0.531910223569151	Inositol polyphosphate kinase
PF03772	0	Competence protein
PF03776	0.369206425233855	Septum formation topological specificity factor MinE
PF03778	5.77649760047573	Protein of unknown function (DUF321)
PF03781	0	Sulfatase-modifying factor enzyme 1
PF03784	7.34846922834954	Cyclotide family
PF03789	0.348744042455498	ELK domain
PF03790	0.317704319605144	KNOX1 domain
PF03791	0.278892744518617	KNOX2 domain
PF03795	0	YCII-related domain
PF03796	0.504245561923194	DnaB-like helicase C terminal domain
PF03797	7.34846922834953	Autotransporter beta-domain
PF03798	0.211328501035039	TLC domain
PF03799	0	Cell division protein FtsQ
PF03800	0.596405443420693	Nuf2 family
PF03801	0.545821214236842	HEC/Ndc80p family
PF03803	0.219043214831998	Scramblase
PF03807	0.438881269718852	NADP oxidoreductase coenzyme F420-dependent
PF03808	7.34846922834953	Glycosyl transferase WecB/TagA/CpsF family
PF03810	0.141724406142508	Importin-beta N-terminal domain
PF03813	0.356341932338682	Nrap protein domain 1
PF03814	7.34846922834953	Potassium-transporting ATPase A subunit
PF03819	0.806855862371623	MazG nucleotide pyrophosphohydrolase domain
PF03822	0.261022796055445	NAF domain
PF03828	0.403895122835567	Cid1 family poly A polymerase
PF03830	0	PTS system sorbose subfamily IIB component
PF03831	7.34846922834953	PhnA domain
PF03834	0.545059582459928	Binding domain of DNA repair protein Ercc1 (rad10/Swi10)
PF03835	0.413827738733168	Rad4 transglutaminase-like domain
PF03839	0.416182108180795	Translocation protein Sec62
PF03847	0.375796775118979	Transcription initiation factor TFIID subunit A
PF03849	0.563095874443342	Transcription factor Tfb2
PF03850	0.35519818011644	Transcription factor Tfb4
PF03852	7.34846922834953	DNA mismatch endonuclease Vsr
PF03853	0.399267716300653	YjeF-related protein N-terminus
PF03856	0	Beta-glucosidase (SUN family)
PF03859	0.260002095168489	CG-1 domain
PF03868	0.840944628684999	Ribosomal protein L6, N-terminal domain
PF03869	7.34846922834953	Arc-like DNA binding domain
PF03870	0.445099098569262	RNA polymerase Rpb8
PF03871	0.288526649779707	RNA polymerase Rpb5, N-terminal domain
PF03872	7.34846922834953	Anti sigma-E protein RseA, N-terminal domain
PF03874	0.356650870335898	RNA polymerase Rpb4
PF03876	0.431391499002464	SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397
PF03878	0.382904379914666	YIF1
PF03879	0.549442255794756	Cgr1 family
PF03880	5.14689868151063	DbpA RNA binding domain
PF03881	0.219043214831998	Fructosamine kinase
PF03888	7.34846922834953	MucB/RseB N-terminal domain
PF03893	0.225299874540919	Lipase 3 N-terminal region
PF03896	0.434844749702979	Translocon-associated protein (TRAP), alpha subunit
PF03900	0.399267716300653	Porphobilinogen deaminase, C-terminal domain
PF03901	0.162209833117789	Alg9-like mannosyltransferase family
PF03908	0.30813411961429	Sec20
PF03909	0.193292588115996	BSD domain
PF03911	0.554856107131251	Sec61beta family
PF03912	0.372900359982615	Psb28 protein
PF03914	0.253665039121589	CBF/Mak21 family
PF03917	0.673835822705125	Eukaryotic glutathione synthase, ATP binding domain
PF03918	0.494157349478861	Cytochrome C biogenesis protein
PF03919	0.512841678324711	mRNA capping enzyme, C-terminal domain
